date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:31	14487/14487	---M--	200	added ('OK')	text/html	etag:%22568bd106-3897%22	http://www.gettemplate.com/demo/progressus-pro/	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/index.html	(from )
21:34:31	7748/-1	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Aug%202017%2018:34:32%20GMT	http://www.gettemplate.com/robots.txt		(from )
21:34:31	370/370	---M--	200	added ('OK')	image/png	etag:%22568bd106-172%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/gt_favicon.png	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/assets/images/gt_favicon.png	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:34	117305/117305	---M--	200	added ('OK')	text/css	etag:%22eedf9ee80c2faa4e1b9ab9017cdfcb88%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.4/css/bootstrap.min.css	C:/Nathan/Programming/Web/WinHtTrack/Template/maxcdn.bootstrapcdn.com/bootstrap/3.3.4/css/bootstrap.min.css	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:34	23739/23739	---M--	200	added ('OK')	text/css	etag:%2204425bbdc6243fc6e54bf8984fe50330%22	http://maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	C:/Nathan/Programming/Web/WinHtTrack/Template/maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:36	29806/29806	---M--	200	added ('OK')	text/css	etag:%2258b2e0cd-746e%22	http://www.gettemplate.com/demo/progressus-pro/assets/css/styles.css	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/assets/css/styles.css	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:36	14487/14487	---M--	200	added ('OK')	text/html	etag:%22568bd106-3897%22	http://www.gettemplate.com/demo/progressus-pro/index.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/index-2.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:37	2948/2948	---M--	200	added ('OK')	image/png	etag:%22568bd106-b84%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/logo.png	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/assets/images/logo.png	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:37	3872/3872	---M--	200	added ('OK')	image/png	etag:%22568bd106-f20%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/logo_on_white.png	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/assets/images/logo_on_white.png	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:38	13898/13898	---M--	200	added ('OK')	text/html	etag:%22568bd106-364a%22	http://www.gettemplate.com/demo/progressus-pro/landing-startup.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/landing-startup.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:38	14978/14978	---M--	200	added ('OK')	text/html	etag:%22568bd106-3a82%22	http://www.gettemplate.com/demo/progressus-pro/features.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/features.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:39	15066/15066	---M--	200	added ('OK')	text/html	etag:%22568bd106-3ada%22	http://www.gettemplate.com/demo/progressus-pro/pricing.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/pricing.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:39	13015/13015	---M--	200	added ('OK')	text/html	etag:%22568bd106-32d7%22	http://www.gettemplate.com/demo/progressus-pro/services.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/services.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:40	11739/11739	---M--	200	added ('OK')	text/html	etag:%22568bd106-2ddb%22	http://www.gettemplate.com/demo/progressus-pro/portfolio.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/portfolio.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:40	10874/10874	---M--	200	added ('OK')	text/html	etag:%22568bd106-2a7a%22	http://www.gettemplate.com/demo/progressus-pro/portfolio-item.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/portfolio-item.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:41	14139/14139	---M--	200	added ('OK')	text/html	etag:%22568bd106-373b%22	http://www.gettemplate.com/demo/progressus-pro/blog.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/blog.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:41	13859/13859	---M--	200	added ('OK')	text/html	etag:%22568bd106-3623%22	http://www.gettemplate.com/demo/progressus-pro/single.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/single.html	(from http://www.gettemplate.com/demo/progressus-pro/)
21:34:42	14165/14165	---M--	200	added ('OK')	text/html	etag:%22568bd106-3755%22	http://www.gettemplate.com/demo/progressus-pro/about.html	C:/Nathan/Programming/Web/WinHtTrack/Template/www.gettemplate.com/demo/progressus-pro/about.html	(from http://www.gettemplate.com/demo/progressus-pro/)
